"artifact_id"	"artifact_category"	"artifact"	"panel_or_sheet"	"final_filename"	"current_final_artifact_path"	"manuscript_source_path"	"workflow_output_path"	"final_assembly_or_export_source"	"source_component_or_original_output"	"generating_script"	"line_start"	"line_end"	"function_or_section"	"export_call"	"key_objects"	"input_files"	"intermediate_files"	"evidence_for_match"	"confidence"	"source_override_or_correction"	"notes"
"EDFIG6I"	"extended_data_figure"	"Extended_Data_Figure_6"	"I"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Final Tables and Figures/Supp_Fig_6_Fig_sensitivity_windows_BM_test_cohort_updated2.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	4764	4843	"BM-derived cfWGS/MFC test-cohort sensitivity across relapse prediction windows"	"ggsave('Final Tables and Figures/Supp_Fig_6_Fig_sensitivity_windows_BM_test_cohort_updated2.png', plot = p_sens_bm, width = 4.75, height = 6.25, dpi = 500)"	"results_BM; sens_BM_df; original 90/180/365/730-day windows; assay recoding; cfWGS_Blood exclusion; p_sens_bm"	"Output_tables_2025/detection_progression_updated5/BM_cfWGS_timewindow_results2.csv"	"Output_tables_2025/detection_progression_updated5/BM_cfWGS_timewindow_results2.csv; Extended_Data_Figure_6I_BM_sensitivity_windows_source_data.csv; Supplementary_Table_9_timewindow_results_test_cohort.xlsx"	"Panel I title, window legend, assay labels, sensitivity percentages, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the cached BM time-window CSV used for Supplementary Table 9, preserving the original assay recoding, cfWGS_Blood exclusion, 90/180/365/730-day windows, percent labels, color palette, y-axis limits, and export dimensions. No progression-window recomputation, model rescoring, or threshold recomputation is performed."
"EDFIG6J"	"extended_data_figure"	"Extended_Data_Figure_6"	"J"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Final Tables and Figures/F4C_cfWGS_prob_vs_time_updated5_label.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	3315	3464	"Longitudinal BM-derived cfWGS cVAF-model MRD probability by patient outcome"	"ggsave('Final Tables and Figures/F4C_cfWGS_prob_vs_time_updated5_label.png', p_prob2, width = 6, height = 4.5, dpi = 600)"	"survival_df; df; BM_zscore_only_detection_rate_prob; BM_zscore_only_detection_rate_call; progress_status; Time_to_event; p_prob; p_prob2"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Final Tables and Figures/F4C_cfWGS_prob_vs_time_updated5_label.png; Extended_Data_Figure_6J_BM_probability_over_time_source_data.csv"	"Panel J title, x/y axes, patient-outcome legend, sample counts, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the cached survival/call table, preserving the original non-diagnosis filter, BM cVAF probability column, 0.4215524 threshold line, outcome colors, label counts, axis labels, and export dimensions. No model rescoring, threshold recomputation, or progression-outcome recomputation is performed."
"EDFIG6K"	"extended_data_figure"	"Extended_Data_Figure_6"	"K"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Final Tables and Figures/Fig_4D_time_to_relapse_footer3cols_BM_muts.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	3680	3815	"BM-derived cfWGS cVAF-model MRD probability versus days until relapse/censor"	"ggsave('Final Tables and Figures/Fig_4D_time_to_relapse_footer3cols_BM_muts.png', final_plot, width = 5.5, height = 5.5, dpi = 600)"	"survival_df; plot_df2; BM_zscore_only_detection_rate_prob; days_plot; rho_all; rho_pre; final_plot; Spearman method"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Final Tables and Figures/Fig_4D_time_to_relapse_footer3cols_BM_muts.png; Extended_Data_Figure_6K_BM_time_to_relapse_source_data.csv; Extended_Data_Figure_6K_BM_time_to_relapse_spearman_annotations.csv"	"Panel K title, probability axis, days-until-relapse axis, correlation annotations, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the cached survival/call table, preserving the original non-diagnosis filter, BM cVAF probability column, 0.35 threshold line, infinity censor sentinel, Spearman annotation footer, outcome colors, axis labels, and export dimensions. No model rescoring, threshold recomputation, or progression-outcome recomputation is performed."
"EDFIG7A"	"extended_data_figure"	"Extended_Data_Figure_7"	"A"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"ExtendedDataFigure7A_patient_grouped_repeated_nested_cv.png"	"Scripts_2025/Final_Scripts/6_14_Generate_Grouped_CV_Manuscript_Replacement_Panels.R"	255	420	"Patient-grouped repeated nested-CV ROC and operating-point panel"	"save_panel(..., 'ExtendedDataFigure7A_patient_grouped_repeated_nested_cv')"	"mean_roc; fold_operating_summary; completed grouped-CV performance summary"	"Completed 50-repeat combined patient-grouped repeated nested-CV output from 6_13"	"ExtendedDataFigure7A_patient_grouped_repeated_nested_cv.png; repeated_grouped_cv_mean_roc_source_data.csv; grouped_cv_fold_operating_point_source_data.csv"	"Current Extended Data panel generator reads the completed 50-repeat grouped nested-CV result."	"confirmed"	""	"The plotting script does not refit models or change folds, features, thresholds, or predictions."
"EDFIG7B"	"extended_data_figure"	"Extended_Data_Figure_7"	"B"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"Final Tables and Figures/Supp7A_classifier_performance_bar_updated_blood_muts2.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	4410	4577	"Blood/cfDNA training-cohort model performance bar plot"	"ggsave(file.path('Final Tables and Figures/Supp7A_classifier_performance_bar_updated_blood_muts2.png'), plot = p_perf, width = 5, height = 3.5, dpi = 600)"	"metrics_youden; metrics_at_95sens; blood/cfDNA model labels; p_perf; Extended_Data_Figure_7B_blood_refit_performance_source_data.csv"	"cached blood/cfDNA Youden and fixed-95%-sensitivity metric RDS files; no model refitting"	"Supp7A_classifier_performance_bar_updated_blood_muts2.png; Supplementary_Table_5_All_Model_Metrics_Refit_on_main_cohort.csv; cfWGS_model_metrics_youden_threshold3_Feb2026.rds; cfWGS_model_metrics_fixed_95sens3_Feb2026.rds"	"Panel B title, metric facets, model labels, and 95% sensitivity marker match the retained PNG."	"confirmed"	""	"Generated mode redraws this panel from cached metrics and records minor PNG format differences; no model refitting or threshold recomputation is performed."
"EDFIG7C"	"extended_data_figure"	"Extended_Data_Figure_7"	"C"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"Final Tables and Figures/Supp_7B_classifier_performance_bar_test_cohort_updated3.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	4580	4723	"Blood/cfDNA test-cohort model performance bar plot"	"ggsave(file.path('Final Tables and Figures/Supp_7B_classifier_performance_bar_test_cohort_updated3.png'), plot = p_perf, width = 5, height = 3.5, dpi = 600)"	"metrics_youden_testing; metrics_at_95sens_test; blood/cfDNA model labels; p_perf; Extended_Data_Figure_7C_blood_test_performance_source_data.csv"	"cached blood/cfDNA test-cohort Youden and fixed-95%-sensitivity metric RDS files; no model refitting; numeric NA-to-zero behavior preserved from original script"	"Supp_7B_classifier_performance_bar_test_cohort_updated3.png; Supplementary_Table_6_All_Model_Metrics_Test_Cohort.csv; cfWGS_model_metrics_youden_threshold_test_cohort3_Feb2026.rds; cfWGS_model_metrics_fixed_95sens_test_cohort3_Feb2026.rds"	"Panel C title, metric facets, model labels, and 95% sensitivity marker match the retained PNG."	"confirmed"	""	"Generated mode redraws this panel from cached metrics and records minor PNG format differences; no model refitting or threshold recomputation is performed. The original numeric NA-to-zero step is preserved for this panel."
"EDFIG7D"	"extended_data_figure"	"Extended_Data_Figure_7"	"D"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"Final Tables and Figures/Fig5G_LOD_combined_HCaxis_v2_20260225.png"	"Scripts_2025/Final_Scripts/3_1_part2_Apply_cfWGS_thresholds_to_dilution_series.R"	2063	2286	"Blood/cfDNA dilution-series feature/probability correlations with healthy-control axis"	"write_csv(..., 'SourceData_ExtendedData7D_*_20260225.csv'); ggsave(..., 'Fig5G_LOD_combined_HCaxis_v2_20260225.png')"	"SourceData_ExtendedData7D_Blood_*_20260225.csv; blood_feat_with_hc; blood_prob_df; combined_blood_hc"	"exported Extended Data 7D source-data CSVs containing dilution points, healthy-control medians, correlations, probabilities, thresholds, and confirmatory-zone calls"	"Fig5G_LOD_combined_HCaxis_v2_20260225.png; Supplementary_Table_7_Dilution_Series_Combined.xlsx; SourceData_ExtendedData7D_*_20260225.csv"	"Panel D title, five facet labels, healthy-control x-axis tick, Spearman annotations, confirmatory zone, and model-threshold probability panels match the retained PNG."	"confirmed"	""	"Generated mode redraws this panel from the exported Extended Data 7D source-data CSVs; no model rescoring or threshold recomputation is performed. Earlier generic LOD exports exist, but this later block explicitly labels its source data as Extended Data 7D."
"EDFIG7E"	"extended_data_figure"	"Extended_Data_Figure_7"	"E"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"Final Tables and Figures/Supp7D_ROC_performance_blood_updated4.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	5470	5578	"Blood/cfDNA full-cohort ROC after refitting on all training samples"	"ggsave(file.path('Final Tables and Figures/Supp7D_ROC_performance_blood_updated4.png'), plot = roc_plot_final, width = 5.5, height = 4, dpi = 600)"	"all_cfWGS_models_list_v2_with_fragmentomics_restricted_cohorts.rds; all_model_thresholds_v2_with_fragmentomics_restricted_cohorts.rds; reconstructed blood training feature matrix; roc_df; marker_pts; Extended_Data_Figure_7E_* CSVs; roc_plot_final"	"frozen final full-training blood/cfDNA model list, frozen threshold vector, and aggregate/cohort/quality inputs used to reconstruct the blood training feature matrix"	"Supp7D_ROC_performance_blood_updated4.png; Extended_Data_Figure_7E_blood_refit_ROC_source_data.csv; Extended_Data_Figure_7E_blood_refit_ROC_marked_thresholds.csv; Extended_Data_Figure_7E_blood_refit_predictions.csv"	"Panel E title, ROC axes, Sites/Combined model legend, and marked threshold points match the retained PNG."	"confirmed"	""	"Generated mode attempts to redraw this panel by applying frozen final refit models to the reconstructed blood training feature matrix. No model refitting, fold reassignment, or threshold recomputation is performed, and the 0.380 blood-sites confirmatory marker is preserved from the original plotting block. If the reconstructed matrix does not exactly match frozen full-refit model inputs, the retained manuscript component is copied and marked requires_cached_intermediate."
"EDFIG7F"	"extended_data_figure"	"Extended_Data_Figure_7"	"F"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"Final Tables and Figures/Fig5_confmat_post_ASCT_blood_updated6.png"	"Scripts_2025/Final_Scripts/3_2_Plot_optimal_cutoff_and_clinical_concordance.R"	1890	1945	"Blood/cfDNA cfWGS versus clinical MRD concordance at post-ASCT"	"ggsave('Final Tables and Figures/Fig5_confmat_post_ASCT_blood_updated6.png', p_post, width = 5, height = 2.75, dpi = 600)"	"all_patients_with_BM_and_blood_calls_updated6.rds; ct_post_Flow; ct_post_Clono; cm_post; p_post; clinical_confusion_Blood_post_ASCT_source_data.csv"	"cached optimized blood/cfDNA cfWGS calls and clinical MFC/clonoSEQ MRD calls at post-ASCT"	"Fig5_confmat_post_ASCT_blood_updated6.png; Fig5_confmat_post_ASCT_blood_updated6_source_data.csv; clinical_confusion_Blood_post_ASCT_source_data.csv"	"Panel F title, axes (Clinical MRD/cfWGS MRD), Flow and clonoSEQ facets, and tile counts match the clinical-concordance output."	"confirmed"	""	"Generated mode redraws this panel from Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds using the original clinical-comparator filters; no model rescoring or threshold recomputation is performed. The current generated component uses the updated6 clinical-concordance output for this panel."
"EDFIG7G"	"extended_data_figure"	"Extended_Data_Figure_7"	"G"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"Final Tables and Figures/Fig5_confmat_maintenance_blood_updated6.png"	"Scripts_2025/Final_Scripts/3_2_Plot_optimal_cutoff_and_clinical_concordance.R"	1890	1945	"Blood/cfDNA cfWGS versus clinical MRD concordance at one-year maintenance"	"ggsave('Final Tables and Figures/Fig5_confmat_maintenance_blood_updated6.png', p_maint, width = 5, height = 2.75, dpi = 600)"	"all_patients_with_BM_and_blood_calls_updated6.rds; ct_maint_Flow; ct_maint_Clono; cm_maint; p_maint; clinical_confusion_Blood_maintenance_source_data.csv"	"cached optimized blood/cfDNA cfWGS calls and clinical MFC/clonoSEQ MRD calls at one-year maintenance"	"Fig5_confmat_maintenance_blood_updated6.png; Fig5_confmat_maintenance_blood_updated6_source_data.csv; clinical_confusion_Blood_maintenance_source_data.csv"	"Panel G title, axes, Flow and clonoSEQ facets, and tile counts match the clinical-concordance output."	"confirmed"	""	"Generated mode redraws this panel from Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds using the original clinical-comparator filters; no model rescoring or threshold recomputation is performed. The current generated component uses the updated6 clinical-concordance output for this panel."
"EDFIG7H"	"extended_data_figure"	"Extended_Data_Figure_7"	"H"	"Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_7.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_7.pdf"	"PowerPoint slide 13 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (8 embedded image assets)"	"Final Tables and Figures/Fig5_confmat_nonfront_blood_updated6.png"	"Scripts_2025/Final_Scripts/3_2_Plot_optimal_cutoff_and_clinical_concordance.R"	1890	1945	"Blood/cfDNA cfWGS versus clinical MRD concordance in the non-frontline/test cohort"	"ggsave('Final Tables and Figures/Fig5_confmat_nonfront_blood_updated6.png', p_non, width = 3, height = 2.75, dpi = 600)"	"all_patients_with_BM_and_blood_calls_updated6.rds; ct_non_Flow; cm_non; p_non; clinical_confusion_Blood_nonfront_source_data.csv"	"cached optimized blood/cfDNA cfWGS calls and clinical MFC MRD calls in the non-frontline/test cohort"	"Fig5_confmat_nonfront_blood_updated6.png; Fig5_confmat_nonfront_blood_updated6_source_data.csv; clinical_confusion_Blood_nonfront_source_data.csv"	"Panel H title, axes, Flow facet, and tile counts match the clinical-concordance output."	"confirmed"	""	"Generated mode redraws this panel from Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds using the original non-frontline diagnosis/baseline exclusions; no model rescoring or threshold recomputation is performed. The current generated component uses the updated6 clinical-concordance output for this panel."
"EDFIG8A"	"extended_data_figure"	"Extended_Data_Figure_8"	"A"	"Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_8.pdf"	"PowerPoint slide 14 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (6 embedded image assets)"	"Final Tables and Figures/Supp_8A_Fig_sensitivity_by_tech_training_blood2_2026-02-25.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	1410	1489	"Blood/cfDNA sensitivity by assay and landmark timepoint"	"write_csv(..., 'Supp_8A_blood_sensitivity_barplot_source_data_<date>.csv'); ggsave(..., 'Supp_8A_Fig_sensitivity_by_tech_training_blood2_<date>.png')"	"post_stats_blood; year_stats_blood; sens_df_blood; p_sens_blood; Supp_8A_blood_sensitivity_barplot_source_data_2026-02-25.csv"	"exported frontline post-ASCT and 1-year maintenance blood/cfDNA cfWGS and clinical MRD assay sensitivity source data"	"Output_tables_2025/Source_data/Supp_8A_blood_sensitivity_barplot_source_data_2026-02-25.csv; Supp_8A_Fig_sensitivity_by_tech_training_blood2_2026-02-25.png"	"Panel A title, y-axis, assay labels, percentages, colors, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the exported Supp_8A source-data CSV; no patient-level sensitivity recomputation, model rescoring, or threshold recomputation is performed. PowerPoint slide 14 embeds this top-left image as labeled panel A."
"EDFIG8B"	"extended_data_figure"	"Extended_Data_Figure_8"	"B"	"Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_8.pdf"	"PowerPoint slide 14 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (6 embedded image assets)"	"Final Tables and Figures/SuppFig8B_cfWGS_blood_HR_updated3_2026-02-25.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	3020	3149	"Blood/cfDNA hazard-ratio forest plot by MRD assay and landmark timepoint"	"write_csv(..., 'SuppFig8B_blood_HR_plot_source_data_<date>.csv'); ggsave(..., 'SuppFig8B_cfWGS_blood_HR_updated3_<date>.png')"	"progression_metrics_blood; progression_metrics_blood_combined; hr_plot_df_blood; p_hr; SuppFig8B_blood_HR_plot_source_data_2026-02-25.csv"	"exported blood/cfDNA cfWGS/clinical MRD hazard-ratio source data by landmark timepoint"	"Output_tables_2025/Source_data/SuppFig8B_blood_HR_plot_source_data_2026-02-25.csv; SuppFig8B_cfWGS_blood_HR_updated3_2026-02-25.png"	"Panel B title, log hazard-ratio axis, assay legend, landmark labels, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the exported SuppFig8B source-data CSV; no survival-model refitting, patient-level recomputation, model rescoring, or threshold recomputation is performed. PowerPoint slide 14 embeds this top-right image as labeled panel B."
"EDFIG8C"	"extended_data_figure"	"Extended_Data_Figure_8"	"C"	"Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_8.pdf"	"PowerPoint slide 14 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (6 embedded image assets)"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_cfWGS of cfDNA-Derived Mutations (Sites Model)_Post‑ASCT_updated_no_CI.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	342	584	"Kaplan-Meier PFS curve for cfDNA-derived sites model at post-ASCT"	"ggsave(filename = fname, plot = combined, width = 7, height = 7, dpi = dpi_target)"	"survival_df; techs; Blood_zscore_only_sites_call; df_sub; first sample per patient; 30.44 days/month; survfit object; combined KM/risk-table grob"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_cfWGS of cfDNA-Derived Mutations (Sites Model)_Post‑ASCT_updated_no_CI.png; Extended_Data_Figure_8C_blood_sites_model_post_ASCT_KM_source_data.csv"	"Panel C title, MRD status legend, p-value, risk table, and post-ASCT cfDNA sites-model label match the saved KM export."	"confirmed"	""	"Generated mode rebuilds the post-ASCT survival table from cached censor dates and cached cfWGS/clinical-call inputs, then redraws the final no-CI Kaplan-Meier panel with the original first-sample-per-patient, log-rank p-value, risk table, color, and label settings. No model rescoring, threshold recomputation, or training-model refitting is performed."
"EDFIG8D"	"extended_data_figure"	"Extended_Data_Figure_8"	"D"	"Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_8.pdf"	"PowerPoint slide 14 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (6 embedded image assets)"	"Final Tables and Figures/Supp_Fig_8_Fig_sensitivity_windows_blood_test_cohort3.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	4847	4903	"Blood/cfDNA test-cohort sensitivity across relapse prediction windows"	"ggsave('Final Tables and Figures/Supp_Fig_8_Fig_sensitivity_windows_blood_test_cohort3.png', plot = p_sens_blood, width = 5, height = 5, dpi = 500)"	"results_blood; sens_blood_df; original 90/180/365/730-day windows; assay recoding; cfWGS_BM exclusion; p_sens_blood"	"Output_tables_2025/detection_progression_updated5/blood_cfWGS_timewindow_results2.csv"	"Output_tables_2025/detection_progression_updated5/blood_cfWGS_timewindow_results2.csv; Extended_Data_Figure_8D_blood_sensitivity_windows_source_data.csv; Supplementary_Table_9_timewindow_results_test_cohort.xlsx"	"Panel D title, window legend, assay labels, sensitivity percentages, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the cached blood/cfDNA time-window CSV used for Supplementary Table 9, preserving the original assay recoding, cfWGS_BM exclusion, 90/180/365/730-day windows, percent labels, color palette, y-axis limits, and export dimensions. No progression-window recomputation, model rescoring, or threshold recomputation is performed."
"EDFIG8E"	"extended_data_figure"	"Extended_Data_Figure_8"	"E"	"Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_8.pdf"	"PowerPoint slide 14 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (6 embedded image assets)"	"Final Tables and Figures/F4C_cfWGS_prob_vs_time_updated3_blood2_labelled3.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	3880	4022	"Longitudinal blood/cfDNA sites-model MRD probability by patient outcome"	"ggsave('Final Tables and Figures/F4C_cfWGS_prob_vs_time_updated3_blood2_labelled3.png', p_prob2, width = 6, height = 4.5, dpi = 600)"	"survival_df; df; Blood_zscore_only_sites_prob; Blood_zscore_only_sites_call; progress_status; Time_to_event; p_prob; p_prob2"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Final Tables and Figures/F4C_cfWGS_prob_vs_time_updated3_blood2_labelled3.png; Extended_Data_Figure_8E_blood_probability_over_time_source_data.csv"	"Panel E title, x/y axes, patient-outcome legend, and sample counts match the saved labeled PNG."	"confirmed"	""	"Generated mode redraws panel E from the cached survival/call table, preserving the original non-diagnosis filter, blood/cfDNA sites-model probability column, 0.5166693 threshold line, outcome colors, label counts, axis labels, and export dimensions. No model rescoring, threshold recomputation, or progression-outcome recomputation is performed."
"EDFIG8F"	"extended_data_figure"	"Extended_Data_Figure_8"	"F"	"Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_8.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_8.pdf"	"PowerPoint slide 14 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (6 embedded image assets)"	"Final Tables and Figures/Fig_4D_time_to_relapse_footer3cols_blood_muts.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	4210	4392	"Blood/cfDNA sites-model MRD probability versus days until relapse/censor"	"ggsave('Final Tables and Figures/Fig_4D_time_to_relapse_footer3cols_blood_muts.png', final_plot, width = 5.5, height = 5.5, dpi = 600)"	"survival_df; plot_df2; Blood_zscore_only_sites_prob; days_plot; rho_all; rho_pre; final_plot; Spearman method"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Final Tables and Figures/Fig_4D_time_to_relapse_footer3cols_blood_muts.png; Extended_Data_Figure_8F_blood_time_to_relapse_source_data.csv; Extended_Data_Figure_8F_blood_time_to_relapse_spearman_annotations.csv"	"Panel F title, probability axis, days-until-relapse axis, correlation annotations, and exported PNG filename match the saved component."	"confirmed"	""	"Generated mode redraws panel F from the cached survival/call table, preserving the original non-diagnosis filter, blood/cfDNA sites-model probability column, 0.5166693 threshold line, infinity censor sentinel, Spearman annotation footer, outcome colors, axis labels, and export dimensions. One out-of-range point remains outside the retained x-axis limits as in the original plotted component. No model rescoring, threshold recomputation, or progression-outcome recomputation is performed."
